d,State,city,year,CVAPCity,CVAPd,PctCauc,PctB,PctLH,PctAPI,PctAME,PctSA,PctIndO,S,M,ESType,candidate,party,win,race,gender,votes,MS,Women_run_d,Women_run_e,Women_win_e,Women_win_d
city,CA,Richmond,2016,NA,NA,44,27,38,15,NA,NA,NA,6,3,ALP,Melvin Willis Jr,2,1,3,0,12137,18,0,0,0,0
city,CA,Richmond,2016,NA,NA,44,27,38,15,NA,NA,NA,6,3,ALP,Ben Choi,2,1,4,0,10490,18,0,0,0,0
city,CA,Richmond,2016,NA,NA,44,27,38,15,NA,NA,NA,6,3,ALP,Jael Myrick,2,1,3,0,9793,18,0,0,0,0
city,CA,Richmond,2018,NA,NA,44,27,38,15,NA,NA,NA,6,3,ALP,Demnlus Johnson,2,1,3,0,9545,18,0,0,0,0
city,CA,Richmond,2018,NA,NA,44,27,38,15,NA,NA,NA,6,3,ALP,Eduardo Martinez,2,1,2,0,8833,18,0,0,0,0
city,CA,Richmond,2018,NA,NA,44,27,38,15,NA,NA,NA,6,3,ALP,Nathaniel Bates,2,1,1,0,7934,18,0,0,0,0
city,CA,Rolling Hills Estates,2015,NA,NA,66,6,4,24,NA,NA,NA,5,3,ALP,Judy Mitchell,NA,1,NA,NA,702,15,0,0,0,0
city,CA,Rolling Hills Estates,2015,NA,NA,66,6,4,24,NA,NA,NA,5,3,ALP,Frank V. Zerunyan,NA,1,NA,NA,646,15,0,0,0,0
city,CA,Rolling Hills Estates,2015,NA,NA,66,6,4,24,NA,NA,NA,5,3,ALP,Velveth Schmitz,NA,1,NA,NA,483,15,0,0,0,0
city,CA,Rolling Hills Estates,2018,NA,NA,66,6,4,24,NA,NA,NA,5,2,ALP,Britt Huff,NA,1,NA,NA,1199,10,0,0,0,0
city,CA,Rolling Hills Estates,2018,NA,NA,66,6,4,24,NA,NA,NA,5,2,ALP,Steven Zuckerman,NA,1,NA,NA,1146,10,0,0,0,0
1,CA,Rosemead,2018,NA,NA,22,1,32,61,NA,NA,NA,5,1,SSD,Sean Dang,NA,1,NA,NA,3105,5,0,0,0,0
city,CA,San Clemente ,2016,NA,NA,83,1,15,5,NA,NA,NA,5,2,ALP,Chris Hamm,1,1,1,0,14315,10,0,0,0,0
city,CA,San Clemente ,2016,NA,NA,83,1,15,5,NA,NA,NA,5,2,ALP,Steven Swartz,1,1,1,0,11421,10,0,0,0,0
city,CA,San Clemente ,2018,NA,NA,83,1,15,5,NA,NA,NA,5,3,ALP,Dan Bane,1,1,1,0,12184,15,2,2,2,2
city,CA,San Clemente ,2018,NA,NA,83,1,15,5,NA,NA,NA,5,3,ALP,Laura Ferguson,1,1,1,1,8728,15,2,2,2,2
city,CA,San Clemente ,2018,NA,NA,83,1,15,5,NA,NA,NA,5,3,ALP,Kathy Ward,1,1,1,1,8146,15,2,2,2,2
city,CA,San Dimas,2017,NA,NA,70,3,26,12,NA,NA,NA,5,2,ALP,Denis Bertone,NA,1,NA,NA,1860,10,0,0,0,0
city,CA,San Dimas,2017,NA,NA,70,3,26,12,NA,NA,NA,5,2,ALP,Ryan Vienna,NA,1,NA,NA,1598,10,0,0,0,0
city,CA,San Fernando ,2017,NA,NA,66,0.5,91,1,NA,NA,NA,5,2,ALP,Joel Fajardo,NA,1,NA,NA,965,10,0,0,0,0
city,CA,San Fernando ,2017,NA,NA,66,0.5,91,1,NA,NA,NA,5,2,ALP,Robert C. Gonzales,NA,1,NA,NA,848,10,0,0,0,0
city,CA,San Fernando ,2018,NA,NA,66,0.5,91,1,NA,NA,NA,5,3,ALP,Sylvia Ballin,NA,1,NA,NA,2246,15,0,0,0,0
city,CA,San Fernando ,2018,NA,NA,66,0.5,91,1,NA,NA,NA,5,3,ALP,Antonio G. Lopez,NA,1,NA,NA,2199,15,0,0,0,0
city,CA,San Fernando ,2018,NA,NA,66,0.5,91,1,NA,NA,NA,5,3,ALP,Hector A. Pacheco,NA,1,NA,NA,2120,15,0,0,0,0
10,CA,San Francisco,2014,NA,NA,52,6,15,36,NA,NA,NA,11,1,RCV,MALIA COHEN,NA,1,3,1,7176,11,1,3,3,1
2,CA,San Francisco,2014,NA,NA,52,6,15,36,NA,NA,NA,11,1,RCV,Mark Farrell,NA,1,1,0,15546,11,0,3,3,0
4,CA,San Francisco,2014,NA,NA,52,6,15,36,NA,NA,NA,11,1,RCV,Katy Tang,NA,1,4,1,100,11,1,3,3,1
5,CA,San Francisco,2014,NA,NA,52,6,15,36,NA,NA,NA,11,1,RCV,DEAN PRESTON,NA,1,1,0,11239,11,0,3,3,0
6,CA,San Francisco,2014,NA,NA,52,6,15,36,NA,NA,NA,11,1,RCV,Jane Kim,NA,1,4,1,8827,11,1,3,3,1
8,CA,San Francisco,2014,NA,NA,52,6,15,36,NA,NA,NA,11,1,RCV,Scott Wiener,NA,1,1,0,22854,11,0,3,3,0
10,CA,San Francisco,2018,NA,NA,52,6,15,36,NA,NA,NA,11,1,RCV,SHAMANN WALTON,NA,1,3,0,9585,11,0,1,1,0
2,CA,San Francisco,2018,NA,NA,52,6,15,36,NA,NA,NA,11,1,RCV,CATHERINE STEFANI,NA,1,1,1,14415,11,1,1,1,1
4,CA,San Francisco,2018,NA,NA,52,6,15,36,NA,NA,NA,11,1,RCV,GORDON MAR,NA,1,4,0,10314,11,0,1,1,0
6,CA,San Francisco,2018,NA,NA,52,6,15,36,NA,NA,NA,11,1,RCV,MATT HANEY,NA,1,1,0,14288,11,0,1,1,0
8,CA,San Francisco,2018,NA,NA,52,6,15,36,NA,NA,NA,11,1,RCV,RAFAEL MANDELMAN,NA,1,1,0,38406,11,0,1,1,0
city,CA,San Gabriel,2015,NA,NA,27,1,26,60,NA,NA,NA,5,2,ALP,Steve Talt,NA,1,NA,NA,2001,10,0,0,0,0
city,CA,San Gabriel,2015,NA,NA,27,1,26,60,NA,NA,NA,5,2,ALP,Steven Huang,NA,1,NA,NA,1445,10,0,0,0,0
city,CA,San Gabriel,2017,NA,NA,27,1,26,60,NA,NA,NA,5,3,ALP,Jason Pu,NA,1,NA,NA,1804,15,0,0,0,0
city,CA,San Gabriel,2017,NA,NA,27,1,26,60,NA,NA,NA,5,3,ALP,Chin Ho Liao,NA,1,NA,NA,1727,15,0,0,0,0
city,CA,San Gabriel,2017,NA,NA,27,1,26,60,NA,NA,NA,5,3,ALP,Denise Menchaca,NA,1,NA,NA,1528,15,0,0,0,0
city,CA,San Joaquin,2016,NA,NA,97,0,97,0.5,NA,NA,NA,5,3,ALP,Abel Lua,NA,1,2,0,293,15,1,1,1,1
city,CA,San Joaquin,2016,NA,NA,97,0,97,0.5,NA,NA,NA,5,3,ALP,Amarpreet Dhaiwal,NA,1,4,0,276,15,1,1,1,1
city,CA,San Joaquin,2016,NA,NA,97,0,97,0.5,NA,NA,NA,5,3,ALP,Julia Hernandez,NA,1,2,1,242,15,1,1,1,1
city,CA,San Joaquin,2018,NA,NA,97,0,97,0.5,NA,NA,NA,5,2,ALP,Adam Flores,2,1,2,0,186,10,0,0,0,0
city,CA,San Joaquin,2018,NA,NA,97,0,97,0.5,NA,NA,NA,5,2,ALP,Jose Ornelas,2,1,2,0,147,10,0,0,0,0
10,CA,San Jose,2016,NA,NA,48,3,33,32,NA,NA,NA,10,1,SSD,(District 10) Johnny Khamis,1,1,4,0,15983,10,0,2,2,0
2,CA,San Jose,2016,NA,NA,48,3,33,32,NA,NA,NA,10,1,SSD,(District 2) Sergio Jimenez,2,1,2,0,17629,10,0,2,2,0
4,CA,San Jose,2016,NA,NA,48,3,33,32,NA,NA,NA,10,1,SSD,(District 4) Lan Diep,2,1,4,0,8689,10,0,2,2,0
6,CA,San Jose,2016,NA,NA,48,3,33,32,NA,NA,NA,10,1,SSD,"(District 6) Devora ""Dev"" Joan Davis",1,1,1,1,20360,10,1,2,2,1
8,CA,San Jose,2016,NA,NA,48,3,33,32,NA,NA,NA,10,1,SSD,(District 8) Sylvia Arenas,2,1,2,1,17258,10,1,2,2,1
1,CA,San Jose,2018,NA,NA,48,3,33,32,NA,NA,NA,10,1,SSD,"(District 1) Charles ""Chappie"" Jones",11,1,3,0,12440,10,0,3,3,0
3,CA,San Jose,2018,NA,NA,48,3,33,32,NA,NA,NA,10,1,SSD,(District 3) Raul Peralez,2,1,2,0,10077,10,0,3,3,0
5,CA,San Jose,2018,NA,NA,48,3,33,32,NA,NA,NA,10,1,SSD,(District 5) Magdalena Carrasco,2,1,2,1,6707,10,1,3,3,1
7,CA,San Jose,2018,NA,NA,48,3,33,32,NA,NA,NA,10,1,SSD,(District 7) Maya Esparza,2,1,2,1,11165,10,1,3,3,1
9,CA,San Jose,2018,NA,NA,48,3,33,32,NA,NA,NA,10,1,SSD,(District 9) Pam Foley,1,1,1,1,15930,10,1,3,3,1
1,CA,San Juan Capistrano ,2016,NA,NA,71,0.5,38,3,NA,NA,NA,5,1,SSD,Sergio Farias,6,1,2,0,961,5,0,0,0,0
5,CA,San Juan Capistrano ,2016,NA,NA,71,0.5,38,3,NA,NA,NA,5,1,SSD,Brian Maryott,1,1,1,0,1992,5,0,0,0,0
1,CA,San Juan Capistrano ,2018,NA,NA,71,0.5,38,3,NA,NA,NA,5,1,SSD,John Taylor,1,1,1,0,757,5,0,0,0,0
2,CA,San Juan Capistrano ,2018,NA,NA,71,0.5,38,3,NA,NA,NA,5,1,SSD,Troy Bourne,1,1,1,0,2216,5,0,0,0,0
3,CA,San Juan Capistrano ,2018,NA,NA,71,0.5,38,3,NA,NA,NA,5,1,SSD,Derek Reeve,1,1,1,0,1207,5,0,0,0,0
4,CA,San Juan Capistrano ,2018,NA,NA,71,0.5,38,3,NA,NA,NA,5,1,SSD,Austin Lumbard,1,1,1,0,13543,5,0,0,0,0
1,CA,San Leandro,2016,NA,NA,45,13,26,30,NA,NA,NA,5,1,RCV,Ed Hernandez,2,1,2,0,14331,5,0,0,0,0
3,CA,San Leandro,2016,NA,NA,45,13,26,30,NA,NA,NA,5,1,RCV,Pete Ballew,2,1,1,0,20867,5,0,0,0,0
5,CA,San Leandro,2016,NA,NA,45,13,26,30,NA,NA,NA,5,1,RCV,Benny Lee,2,1,4,0,21779,5,0,0,0,0
1,CA,San Leandro,2018,NA,NA,45,13,26,30,NA,NA,NA,5,1,RCV,Deborah Cox,2,1,1,1,16103,5,1,2,2,1
2,CA,San Leandro,2018,NA,NA,45,13,26,30,NA,NA,NA,5,1,RCV,Victor Aguilar,2,1,2,0,11845,5,0,2,2,0
4,CA,San Leandro,2018,NA,NA,45,13,26,30,NA,NA,NA,5,1,RCV,Corina Lopez,2,1,2,1,16315,5,1,2,2,1
city,CA,San Luis Obispo,2016,NA,NA,83,2,17,6,NA,NA,NA,5,2,ALP,"Andrea Pease,",2,1,1,1,9473,10,1,1,1,1
city,CA,San Luis Obispo,2016,NA,NA,83,2,17,6,NA,NA,NA,5,2,ALP,"Aaron Gomez,",2,1,1,0,8489,10,1,1,1,1
city,CA,San Luis Obispo,2018,NA,NA,83,2,17,6,NA,NA,NA,5,2,ALP,"Carlyn Christianson,",2,1,1,1,9276,10,2,2,2,2
city,CA,San Luis Obispo,2018,NA,NA,83,2,17,6,NA,NA,NA,5,2,ALP,"Erica Stewart,",2,1,3,1,7045,10,2,2,2,2
city,CA,San Marino,2016,NA,NA,44,0,7,52,NA,NA,NA,5,2,ALP,Bob Kellar,NA,1,NA,NA,32216,10,0,0,0,0
city,CA,San Marino,2016,NA,NA,44,0,7,52,NA,NA,NA,5,2,ALP,Cameron Smyth,NA,1,NA,NA,30109,10,0,0,0,0
city,CA,San Marino,2017,NA,NA,44,0,7,52,NA,NA,NA,5,3,ALP,Gretchen Shepherd Romey,NA,1,NA,NA,1875,15,0,0,0,0
city,CA,San Marino,2017,NA,NA,44,0,7,52,NA,NA,NA,5,3,ALP,Ken Ude,NA,1,NA,NA,1686,15,0,0,0,0
city,CA,San Marino,2017,NA,NA,44,0,7,52,NA,NA,NA,5,3,ALP,Susan Jakubowski,NA,1,NA,NA,1685,15,0,0,0,0
city,CA,San Pablo ,2016,NA,NA,54,15,56,16,NA,NA,NA,5,3,ALP,Cecilia Valdez,2,1,2,1,3628,15,1,1,1,1
city,CA,San Pablo ,2016,NA,NA,54,15,56,16,NA,NA,NA,5,3,ALP,Rich Kinney,1,1,1,0,3352,15,1,1,1,1
city,CA,San Pablo ,2016,NA,NA,54,15,56,16,NA,NA,NA,5,3,ALP,Arturo Cruz,2,1,2,0,2325,15,1,1,1,1
city,CA,San Pablo ,2018,NA,NA,54,15,56,16,NA,NA,NA,5,2,ALP,Elizabeth Pabon-Alvarado,2,1,2,1,2962,10,2,2,2,2
city,CA,San Pablo ,2018,NA,NA,54,15,56,16,NA,NA,NA,5,2,ALP,Rita Xavier,2,1,1,1,2806,10,2,2,2,2
city,CA,San Ramon ,2016,NA,NA,53,2,10,36,NA,NA,NA,5,2,ALP,Philip O'Loane,2,1,1,0,14727,10,0,0,0,0
city,CA,San Ramon ,2016,NA,NA,53,2,10,36,NA,NA,NA,5,2,ALP,Scott Perkins,1,1,1,0,16175,10,0,0,0,0
city,CA,San Ramon ,2018,NA,NA,53,2,10,36,NA,NA,NA,5,2,ALP,David Hudson,2,1,1,1,15148,10,1,1,1,1
city,CA,San Ramon ,2018,NA,NA,53,2,10,36,NA,NA,NA,5,2,ALP,Sabina Zafar,NA,1,5,0,11541,10,1,1,1,1
1,CA,Sanger ,2016,NA,NA,63,3,77,4,NA,NA,NA,5,1,SSD,Melissa Hurtado,2,1,2,1,815,5,1,1,1,1
3,CA,Sanger ,2016,NA,NA,63,3,77,4,NA,NA,NA,5,1,SSD,Daniel Martinez,2,1,2,0,1230,5,0,1,1,0
2,CA,Sanger ,2018,NA,NA,63,3,77,4,NA,NA,NA,5,1,SSD,Humberto Garza,2,1,2,0,422,5,0,0,0,0
4,CA,Sanger ,2018,NA,NA,63,3,77,4,NA,NA,NA,5,1,SSD,Eli Ontiveros,NA,1,2,0,759,5,0,0,0,0
1,CA,Santa Ana,2016,NA,NA,42,1,79,10,NA,NA,NA,6,1,SSD,Vicente Sarmiento,2,1,2,0,36486,6,0,0,0,0
3,CA,Santa Ana,2016,NA,NA,42,1,79,10,NA,NA,NA,6,1,SSD,Jose Solorio,2,1,2,0,28002,6,0,0,0,0
5,CA,Santa Ana,2016,NA,NA,42,1,79,10,NA,NA,NA,6,1,SSD,Juan Villegas,11,1,2,0,35187,6,0,0,0,0
2,CA,Santa Ana,2018,NA,NA,42,1,79,10,NA,NA,NA,6,1,SSD,David Penaloza,1,1,2,0,14549,6,0,1,1,0
4,CA,Santa Ana,2018,NA,NA,42,1,79,10,NA,NA,NA,6,1,SSD,Roman Reyna,2,1,2,0,29863,6,0,1,1,0
6,CA,Santa Ana,2018,NA,NA,42,1,79,10,NA,NA,NA,6,1,SSD,Cecilia Iglesias,1,1,2,1,21077,6,1,1,1,1
city,CA,Santa Clarita,2016,NA,NA,73,2,30,9,NA,NA,NA,5,2,ALP,"Bob Kellar,",NA,1,NA,NA,32216,10,0,0,0,0
city,CA,Santa Clarita,2016,NA,NA,73,2,30,9,NA,NA,NA,5,2,ALP,"Cameron Smyth,",NA,1,NA,NA,30109,10,0,0,0,0
city,CA,Santa Clarita,2018,NA,NA,73,2,30,9,NA,NA,NA,5,3,ALP,"Laurene Weste,",NA,1,NA,NA,25603,15,0,0,0,0
city,CA,Santa Clarita,2018,NA,NA,73,2,30,9,NA,NA,NA,5,3,ALP,"Marsha McLean,",NA,1,NA,NA,25273,15,0,0,0,0
city,CA,Santa Clarita,2018,NA,NA,73,2,30,9,NA,NA,NA,5,3,ALP,"Bill Miranda,",NA,1,NA,NA,18885,15,0,0,0,0
city,CA,Santa Fe Springs ,2015,NA,NA,62,4,81,2,NA,NA,NA,5,3,ALP,Bill Rounds,NA,1,NA,NA,646,15,0,0,0,0
city,CA,Santa Fe Springs ,2015,NA,NA,62,4,81,2,NA,NA,NA,5,3,ALP,Joe Angel Zamora,NA,1,NA,NA,615,15,0,0,0,0
city,CA,Santa Fe Springs ,2015,NA,NA,62,4,81,2,NA,NA,NA,5,3,ALP,Louie Gonzalez,NA,1,NA,NA,609,15,0,0,0,0
city,CA,Santa Fe Springs ,2018,NA,NA,62,4,81,2,NA,NA,NA,5,2,ALP,Juanita Trujillo,NA,1,NA,NA,2786,10,0,0,0,0
city,CA,Santa Fe Springs ,2018,NA,NA,62,4,81,2,NA,NA,NA,5,2,ALP,Annette Rodriguez,NA,1,NA,NA,2692,10,0,0,0,0
city,CA,Santa Monica,2016,NA,NA,78,4,12,10,NA,NA,NA,7,4,ALP,"Terry O'Day,",NA,1,NA,NA,19263,28,0,0,0,0
city,CA,Santa Monica,2016,NA,NA,78,4,12,10,NA,NA,NA,7,4,ALP,"Tony Vazquez,",NA,1,NA,NA,18456,28,0,0,0,0
city,CA,Santa Monica,2016,NA,NA,78,4,12,10,NA,NA,NA,7,4,ALP,"Ted Winterer,",NA,1,NA,NA,18156,28,0,0,0,0
city,CA,Santa Monica,2016,NA,NA,78,4,12,10,NA,NA,NA,7,4,ALP,"Gleam Olivia Davis,",NA,1,NA,NA,17842,28,0,0,0,0
city,CA,Santa Monica,2018,NA,NA,78,4,12,10,NA,NA,NA,7,3,ALP,"Sue Himmelrich,",NA,1,NA,NA,23419,21,0,0,0,0
city,CA,Santa Monica,2018,NA,NA,78,4,12,10,NA,NA,NA,7,3,ALP,"Greg Morena,",NA,1,NA,NA,19454,21,0,0,0,0
city,CA,Santa Monica,2018,NA,NA,78,4,12,10,NA,NA,NA,7,3,ALP,"Kevin McKeown,",NA,1,NA,NA,18836,21,0,0,0,0
2,CA,Seal Beach,2016,NA,NA,83,1,11,10,NA,NA,NA,5,1,SSD,Thomas Moore,1,1,1,0,1410,5,0,1,1,0
4,CA,Seal Beach,2016,NA,NA,83,1,11,10,NA,NA,NA,5,1,SSD,Schelly Sustarsic,NA,1,1,1,1966,5,1,1,1,1
1,CA,Seal Beach,2018,NA,NA,83,1,11,10,NA,NA,NA,5,1,SSD,Joe Kalmick,1,1,1,0,988,5,0,1,1,0
3,CA,Seal Beach,2018,NA,NA,83,1,11,10,NA,NA,NA,5,1,SSD,Mike Varipapa,1,1,1,0,1728,5,0,1,1,0
5,CA,Seal Beach,2018,NA,NA,83,1,11,10,NA,NA,NA,5,1,SSD,Sandra Massa-Lavitt,2,1,2,1,2280,5,1,1,1,1
city,CA,Selma,2016,NA,NA,58,2,80,4,NA,NA,NA,5,3,ALP,Scott Robertson,2,1,1,0,3017,15,0,0,0,0
city,CA,Selma,2016,NA,NA,58,2,80,4,NA,NA,NA,5,3,ALP,Jim Avalos,2,1,2,0,2906,15,0,0,0,0
city,CA,Selma,2016,NA,NA,58,2,80,4,NA,NA,NA,5,3,ALP,Louis Franco,NA,1,2,0,2122,15,0,0,0,0
city,CA,Selma,2018,NA,NA,58,2,80,4,NA,NA,NA,5,2,ALP,Sarah Guerra,NA,1,2,1,2327,10,1,1,1,1
city,CA,Selma,2018,NA,NA,58,2,80,4,NA,NA,NA,5,2,ALP,Johnny Trujillo,2,1,2,0,1446,10,1,1,1,1
city,CA,South El Monte,2015,NA,NA,64,0.5,86,11,NA,NA,NA,5,2,ALP,Hector Delgado,NA,1,NA,NA,618,10,0,0,0,0
city,CA,South El Monte,2015,NA,NA,64,0.5,86,11,NA,NA,NA,5,2,ALP,Gloria Olmos,NA,1,NA,NA,545,10,0,0,0,0
1,CA,South El Monte,2017,NA,NA,64,0.5,86,11,NA,NA,NA,5,1,SSD,Richard Angel,NA,1,NA,NA,721,5,0,0,0,0
city,CA,South El Monte,2017,NA,NA,64,0.5,86,11,NA,NA,NA,5,2,ALP,"Manuel ""Manny"" Acosta",NA,1,NA,NA,497,10,0,0,0,0
city,CA,South El Monte,2017,NA,NA,64,0.5,86,11,NA,NA,NA,5,2,ALP,Gracie Retamoza,NA,1,NA,NA,407,10,0,0,0,0
city,CA,South Gate,2017,NA,NA,47,1,95,1,NA,NA,NA,5,2,ALP,Al Rios,NA,1,NA,NA,1637,10,0,0,0,0
city,CA,South Gate,2017,NA,NA,47,1,95,1,NA,NA,NA,5,2,ALP,Denise Diaz,NA,1,NA,NA,1559,10,0,0,0,0
city,CA,South Pasadena,2015,NA,NA,58,2,21,31,NA,NA,NA,5,3,ALP,Robert Joe,NA,1,NA,NA,2568,15,0,0,0,0
city,CA,South Pasadena,2015,NA,NA,58,2,21,31,NA,NA,NA,5,3,ALP,Marina Khubesrian,NA,1,NA,NA,2213,15,0,0,0,0
city,CA,South Pasadena,2015,NA,NA,58,2,21,31,NA,NA,NA,5,3,ALP,& Richard D. Schneider,NA,1,NA,NA,2176,15,0,0,0,0
4,CA,South Pasadena,2018,NA,NA,58,2,21,31,NA,NA,NA,5,1,SSD,D4: Michael A. Cacciotti,NA,1,NA,NA,1377,5,0,0,0,0
5,CA,South Pasadena,2018,NA,NA,58,2,21,31,NA,NA,NA,5,1,SSD,D5: Diana Mahmud,NA,1,NA,NA,1858,5,0,0,0,0
city,CA,Stanton,2016,NA,NA,44,3,48,22,NA,NA,NA,5,2,ALP,Carol Warren,2,1,1,1,4960,10,1,1,1,1
city,CA,Stanton,2016,NA,NA,44,3,48,22,NA,NA,NA,5,2,ALP,Al Ethans,1,1,1,0,4521,10,1,1,1,1
3,CA,Stanton,2018,NA,NA,44,3,48,22,NA,NA,NA,5,1,SSD,Gary Taylor,1,1,1,0,1154,5,0,0,0,0
city,CA,Stanton,2018,NA,NA,44,3,48,22,NA,NA,NA,5,2,ALP,Rigoberto Ramirez,1,1,2,0,1460,10,0,0,0,0
city,CA,Torrance,2018,NA,NA,51,3,17,35,NA,NA,NA,5,3,ALP,Tim Goodrich,NA,1,NA,NA,13620,15,0,0,0,0
city,CA,Torrance,2018,NA,NA,51,3,17,35,NA,NA,NA,5,3,ALP,George Chen,NA,1,NA,NA,11945,15,0,0,0,0
city,CA,Torrance,2018,NA,NA,51,3,17,35,NA,NA,NA,5,3,ALP,Aurelio Mattucci,NA,1,NA,NA,11230,15,0,0,0,0
city,CA,Tustin ,2016,NA,NA,57,2,38,21,NA,NA,NA,5,3,ALP,Charles Puckett,1,1,1,0,13662,15,1,1,1,1
city,CA,Tustin ,2016,NA,NA,57,2,38,21,NA,NA,NA,5,3,ALP,Letitia Clark,2,1,3,1,12748,15,1,1,1,1
city,CA,Tustin ,2016,NA,NA,57,2,38,21,NA,NA,NA,5,3,ALP,Allan Bernstein,1,1,1,0,11974,15,1,1,1,1
city,CA,Union City,2016,NA,NA,22,6,22,53,NA,NA,NA,5,2,ALP,Gary Singh,2,1,4,0,10068,10,0,0,0,0
city,CA,Union City,2016,NA,NA,22,6,22,53,NA,NA,NA,5,2,ALP,Jaime Patino,1,1,2,0,9097,10,0,0,0,0
city,CA,Union City,2018,NA,NA,22,6,22,53,NA,NA,NA,5,3,ALP,Emily Duncan,2,1,3,1,9255,15,2,2,2,2
city,CA,Union City,2018,NA,NA,22,6,22,53,NA,NA,NA,5,3,ALP,Jaime Patino,1,1,2,0,6710,15,2,2,2,2
city,CA,Union City,2018,NA,NA,22,6,22,53,NA,NA,NA,5,3,ALP,Pat Gacoscos,2,1,4,1,5687,15,2,2,2,2
city,CA,Villa Park,2016,NA,NA,76,0.5,8,15,NA,NA,NA,5,2,ALP,Vince Rossini,1,1,1,0,1769,10,0,0,0,0
city,CA,Villa Park,2016,NA,NA,76,0.5,8,15,NA,NA,NA,5,2,ALP,Robert Pitts,1,1,1,0,1737,10,0,0,0,0
city,CA,Villa Park,2018,NA,NA,76,0.5,8,15,NA,NA,NA,5,3,ALP,Crystal Miles,1,1,1,1,2194,15,1,1,1,1
city,CA,Villa Park,2018,NA,NA,76,0.5,8,15,NA,NA,NA,5,3,ALP,Chad Zimmerman,1,1,1,0,2065,15,1,1,1,1
city,CA,Villa Park,2018,NA,NA,76,0.5,8,15,NA,NA,NA,5,3,ALP,Robert Collacott,1,1,1,0,1698,15,1,1,1,1
city,CA,Walnut Creek,2016,NA,NA,81,2,10,12,NA,NA,NA,5,3,ALP,Kevin Wilk,2,1,1,0,19409,15,1,1,1,1
city,CA,Walnut Creek,2016,NA,NA,81,2,10,12,NA,NA,NA,5,3,ALP,Justin Wedel,1,1,1,0,17346,15,1,1,1,1
city,CA,Walnut Creek,2016,NA,NA,81,2,10,12,NA,NA,NA,5,3,ALP,Loella Haskew,1,1,1,1,17278,15,1,1,1,1
city,CA,Walnut Creek,2018,NA,NA,81,2,10,12,NA,NA,NA,5,2,ALP,Cindy Silva,1,1,1,1,17038,10,1,1,1,1
city,CA,Walnut Creek,2018,NA,NA,81,2,10,12,NA,NA,NA,5,2,ALP,Matt Francois,NA,1,1,0,12899,10,1,1,1,1
city,CA,Walnut,2018,NA,NA,22,3,18,65,NA,NA,NA,5,2,ALP,Bob Pacheco,NA,1,NA,NA,4704,10,0,0,0,0
city,CA,Walnut,2018,NA,NA,22,3,18,65,NA,NA,NA,5,2,ALP,Allen Wu,NA,1,NA,NA,3319,10,0,0,0,0
city,CA,West Covina,2015,NA,NA,37,5,54,25,NA,NA,NA,5,2,ALP,Lloyd A. Johnson,NA,1,NA,NA,2627,10,0,0,0,0
city,CA,West Covina,2015,NA,NA,37,5,54,25,NA,NA,NA,5,2,ALP,Tony Wu,NA,1,NA,NA,2544,10,0,0,0,0
2,CA,West Covina,2018,NA,NA,37,5,54,25,NA,NA,NA,5,1,SSD,D2: Letty Lopez,NA,1,NA,NA,1972,5,0,0,0,0
4,CA,West Covina,2018,NA,NA,37,5,54,25,NA,NA,NA,5,1,SSD,D4: Dario Castellanos,NA,1,NA,NA,2926,5,0,0,0,0
5,CA,West Covina,2018,NA,NA,37,5,54,25,NA,NA,NA,5,1,SSD,D5: Tony Wu,NA,1,NA,NA,2968,5,0,0,0,0
city,CA,West Hollywood,2017,NA,NA,84,2,13,5,NA,NA,NA,5,2,ALP,John Heilman,NA,1,NA,NA,3343,10,0,0,0,0
city,CA,West Hollywood,2017,NA,NA,84,2,13,5,NA,NA,NA,5,2,ALP,John J. Duran,NA,1,NA,NA,2828,10,0,0,0,0
city,CA,West Lake Village,2018,NA,NA,90,1,8,5,NA,NA,NA,5,3,ALP,Brad Halpern,NA,1,NA,NA,2527,15,0,0,0,0
city,CA,West Lake Village,2018,NA,NA,90,1,8,5,NA,NA,NA,5,3,ALP,Susan McSweeney,NA,1,NA,NA,2203,15,0,0,0,0
city,CA,West Lake Village,2018,NA,NA,90,1,8,5,NA,NA,NA,5,3,ALP,Ray Pearl,NA,1,NA,NA,1955,15,0,0,0,0
city,CA,Westminster,2016,NA,NA,40,1,22,47,NA,NA,NA,5,2,ALP,Sergio Contreras,2,1,2,0,13975,10,1,1,1,1
city,CA,Westminster,2016,NA,NA,40,1,22,47,NA,NA,NA,5,2,ALP,Kimberly Ho,1,1,4,1,12426,10,1,1,1,1
city,CA,Westminster,2018,NA,NA,40,1,22,47,NA,NA,NA,5,2,ALP,Tai Do,1,1,4,0,7860,10,0,0,0,0
city,CA,Westminster,2018,NA,NA,40,1,22,47,NA,NA,NA,5,2,ALP,Chi Nguyen,1,1,4,0,7655,10,0,0,0,0
city,CA,Yorba Linda,2016,NA,NA,76,2,15,16,NA,NA,NA,5,3,ALP,Tara Campbell,1,1,1,1,15253,15,2,2,2,2
city,CA,Yorba Linda,2016,NA,NA,76,2,15,16,NA,NA,NA,5,3,ALP,Eugene Hernandez,1,1,2,0,13331,15,2,2,2,2
city,CA,Yorba Linda,2016,NA,NA,76,2,15,16,NA,NA,NA,5,3,ALP,Beth Haney,1,1,1,1,11981,15,2,2,2,2
city,CA,Yorba Linda,2018,NA,NA,76,2,15,16,NA,NA,NA,5,2,ALP,Peggy Huang,1,1,4,1,18764,10,1,1,1,1
